group_kanji,member_number,kanji,original_kanji,meaning,story,frame_number,onyomi
酉,2,酒,酒,"sake, alcohol",Water . . . whiskey bottle. [10],10,シュ
酉,3,酌②,酌,"bar-tending, serving sake, the host, draw (water), ladle, scoop, pump",Whiskey bottle . . . ladle. [10],10,
酉,4,酵,酵,fermentation,Whiskey bottle . . . filial piety. [14],14,コウ
酉,5,酬,酬,"repay, reward, retribution",Whiskey bottle . . . state. [13],13,シュウ、 シュ、 トウ
酉,6,酪②,酪,"dairy products, whey, broth, fruit juice",Whiskey bottle . . . each. [13],13,ラク
酉,7,酢,酢,"vinegar, sour, acid, tart",Whiskey bottle . . . saw. [12],12,サク
酉,8,配,配,"distribute, spouse, exile, rationing",Whisky bottle . . . snake. [10],10,ハイ
酉,9,醒,醒,"awake, be disillusioned, sober up",,,セイ
酉,10,酸,酸,"acid, bitterness, sour, tart",Whiskey bottle . . . license . . . walking legs. [14],14,サン
酉,11,猶,猶,"furthermore, still, yet",Wild dogs . . . animal horns . . . whiskey bottle. [12],12,ユウ、 ユ
酉,12,尊,尊,"revered, valuable, precious, noble, exalted",Animal horns . . . whiskey bottle . . . glue. [12],12,ソン
酉,12,酉③,酉,,,,
奠,1,奠①,奠,,,,
奠,2,鄭,鄭,,,,
奠,3,擲,擲,,,,
奠,4,躑,躑,,,,
奠,4,奠②,奠,,,,
奐,1,奐①,奐,,,,
奐,2,喚,喚,"yell, cry, call, scream, summon","The mouth on the left is obvious. The rest is harder. Try this: four St. Bernard dogs bound up in a bunch. Together they should supply a clear enough portrait of a yell, provided you are careful to see all four of them. Note how the final stroke of the four is supplied by the long horizontal stroke of the St. Bernard. [12]",12,
奐,3,換,換,"interchange, period, change, convert, replace, renew",Fingers . . . four St. Bernard dogs bound up. [12],12,カン
奐,3,奐②,奐,,,,
乍,1,乍①,乍,saw,* saw ¼ The saw in this primitive is distinguished from the primitive for ax by the extra “teeth” on the blade. [5],5,
乍,2,昨,昨,"yesterday, previous",Day . . . saw. [9],9,サク
乍,3,詐,詐,"lie, falsehood, deceive, pretend",The lie in this character refers to falsehoods and fibs. Its elements: words . . . saw. [12],12,サ
乍,4,作,作,"make, production, prepare, build",Person . . . saw. [7],7,サク、サ
乍,4,乍②,乍,,,,
彡,1,彡①,彡,shape,"* shape ‰ The three simple strokes of this element actually represent the form or shape of the hair of one’s beard. But we keep the simple sense of a shape, or its verb “to shape,” in order to avoid confusion later when we meet an element for hair. When using this element, be sure to visualize yourself shaping the thing in question, or better still, twisting it out of shape. [3]",3,
彡,2,彫,彫,"carve, engrave, chisel","The two primitives here, circumference and shape, belong naturally to the special connotations that differentiate carving from engraving (see frame 1521). [11]",11,チョウ
彡,3,形,形,"shape, form, style",Two hands . . . shape. [7],7,ケイ、ギョウ
彡,4,影,影,"shadow, silhouette, phantom",Scenery . . . shape. [15],15,エイ
彡,5,杉,杉,"cedar, cryptomeria",Tree . . . shape. [7],7,サン
彡,6,彩,彩,"colouring, paint, makeup",Fledgling . . . shape. [11],11,サイ
彡,7,彰,彰,"patent, clear",Badge . . . shape. The key word is synonymous with “clear” or “openly expressed.” [14],14,ショウ
彡,8,須,須,"ought, by all means, necessarily","Shape . . . head. This is the only time that shape is placed to the left of its relative element, the head. [12]",12,ス、 シュ
彡,9,膨,膨,"swell, get fat, thick",Part of the body . . . drum . . . shape. Compare expand (frame 1118). [16],16,ボウ
彡,10,修,修,"discipline, conduct oneself well, study, master",Person . . . walking stick . . . taskmaster . . . shape. [10],10,
彡,10,彡②,彡,,,,
彡,11,珍,珍,"rare, curious, strange",Jewel . . . umbrella . . . shape. [9],9,チン
彡,12,診,診,"checkup, seeing, diagnose, examine",Words . . . umbrella . . . shape. The key word refers to a medical examination. [12],12,シン
彡,13,疹②,疹,,,,
彡,12,彡③,彡,,,,
彦,1,彦①,彦,"lad, boy (ancient)",Vase . . . cliff . . . shape. [9],9,ゲン
彦,2,顔,顔,"face, expression",Lad . . . head. [18],18,ガン
彦,2,彦②,彦,,,,
参,1,参①,参,"nonplussed, three (in documents), going, coming, visiting, visit, be defeated, die, be madly in love, participate, take part in",Elbow . . . St. Bernard dog . . . shape. [8]4,8,サン、シン
参,2,惨,惨,"wretched, disaster, cruelty, harsh",A state of mind . . . nonplussed. [11],11,サン、 ザン
参,2,参②,参,,,,
參,1,參①,參,,,,
參,2,蔘,蔘,,,,
參,3,滲,滲,,,,
參,4,慘,慘,,,,
參,5,驂,驂,,,,
參,6,鰺,鰺,,,,
參,6,參②,參,,,,
勿,1,勿①,勿,"not, must not, do not, be not","First take the primitive meaning of this character: knot. Think of it as the piglet minus its body (the horizontal stroke), that is, the curly tail that looks like a knot. as an exception, we will use the homonym to remember the abstract key word, not. [4]",4,
勿,2,物,物,"thing, object, matter",##  Cow . . . knot. [8],8,ブツ、モツ
勿,3,易,易,"easy, ready to, simple, fortune-telling, divination",Sun . . . knot. [8],8,エキ、イ
勿,4,賜,賜,"grant, gift, boon, results",Shells . . . easy. [15],15,シ
勿,4,勿②,勿,,,,
忽,1,忽①,忽,"in a moment, instantly, all of a sudden",Knot . . . heart. [8],8,
忽,2,惚,惚,,,,
忽,3,惣,惣,,,,ソウ
忽,3,忽②,忽,,,,
匆,1,匆①,匆,"rush, hurry",Knot . . . cut. [8],8,
匆,2,怱,怱,"rush, hurry",Knot . . . cut.  . . heart. [8],8,
匆,3,偬,偬,,,,
匆,4,葱,葱,,,,
匆,5,愡,愡,,,,
匆,5,匆②,匆,,,,
,2,昜,昜,piggy bank,"* piggy bank , This very helpful primitive element is worth the few moments it takes to learn it. Just remember that each day you put a few pennies into the back of the little piglet on your bureau that you call a piggy bank. [9]",9,
,3,腸,腸,"intestines, guts, bowels, viscera",Flesh . . . piggy bank. [13],13,チョウ
,4,場,場,"location, place",Soil . . . piggy bank. [12],12,ジョウ、チョウ
,5,瘍,瘍,"swelling, boil, tumor",,,ヨウ
湯,1,湯①,湯,"hot water, bath, hot spring",Water . . . piggy bank. [12],12,トウ
湯,2,蕩,蕩,,,,
湯,2,湯②,湯,,,,
豕,1,豕①,豕,sow,* sow [ Let this primitive represent a fat sow. Easier than pulling it apart into smaller elements is remembering its shape as a highly stylized pictograph. Practice its 7 strokes a few times before going on to examples of its use in the next six frames. [7],7,
豕,2,豚,豚,"pork, pig",Flesh . . . sow. [11],11,トン
豕,3,逐,逐,"pursue, drive away, chase, accomplish, attain, commit",Sows . . . road. [10],10,チク
豕,4,遂,遂,"consummate, accomplish, attain, commit (suicide)",The horns atop the sow suggest a boar at work in the background. Add the element for a road. Now create a story whose meaning is: consummate. [12],12,スイ
豕,5,塚,塚,"hillock, mound",Soil . . . crown . . . sow. Compare frame 543. [12],12,
豕,5,豕②,豕,,,,
家,1,家①,家,"house, home, family, professional, expert, performer","This is the full character whose primitive form we learned already. To help a little, this kanji recalls the times when the “domestic” animals were, as the word itself suggests, really kept in the house. Hence: house . . . sow. [10]",10,カ、ケ
家,2,嫁,嫁,"marry into, bride","The kanji in this frame demonstrates the traditional Japanese approach to marriage: it is the woman who leaves her family for another household, thus marrying into a man’s family. [13]",13,カ
家,3,豪,豪,"overpowering, great, powerful, excelling, Australia",Tall . . . crowned . . . sow. [14],14,ゴウ
家,3,家②,家,,,,
蒙,1,蒙①,蒙,,,,
蒙,2,濛,濛,,,,
蒙,3,曚,曚,,,,
蒙,4,朦,朦,,,,
蒙,5,檬,檬,,,,
蒙,6,矇,矇,,,,
蒙,7,艨,艨,,,,
蒙,7,蒙②,蒙,,,,
而,1,而①,而,comb,* comb ¾ The pictograph of a comb is clearly visible in this primitive element. [6],6,
而,2,耐,耐,"-proof, enduring","The key word is a suffix used to indicate “safe from” or “protected against,” as in the words rustproof, waterproof, and fireproof. It is composed of: comb . . . glue. [9]",9,タイ
而,3,端①,端,"edge, origin, end, point, border, verge, cape",Vase . . . mountain . . . comb. [14],14,タン
而,3,而②,而,,,,
喘,1,喘①,喘,"pant, gasp, breathe hard",,,
喘,2,端②,端,"edge, origin, end, point, border, verge, cape",Vase . . . mountain . . . comb. [14],14,タン
喘,3,猯,猯,wild boar,,,
喘,4,瑞,瑞,congratulations,,,
喘,4,喘②,喘,,,,
需,1,需①,需,"demand, request, need",The sense of demand is best captured by thinking of the economic principle of “supply and demand.” The primitives: rain . . . comb. [14],14,ジュ
需,2,儒,儒,Confucian,Person . . . demand. [16],16,ジュ
需,3,濡,濡,"get wet, damp, make love",Water . . . demand. [15],15,
需,3,需②,需,,,,
半,1,半①,半,"half, middle, odd number, semi-, part-","Although the writing order is different, one can remember the appearance of this character by seeing it as a little needle—the kind used for splitting hairs in half. (Again, according to rule, little takes a stroke beneath it in order to be placed over an element that has no horizontal line at the top.) [5]",5,ハン
半,2,伴,伴,"consort, accompany, bring with, companion",Person . . . half. [7],7,ハン、 バン
半,3,畔,畔,"paddy ridge, levee",Rice field . . . half. The key word here refers to the ridges that rise up between the sections of a rice paddy. [10],10,ハン
半,4,判,判,"judgement, signature, stamp, seal","Half . . . sabre. You might recall the famous judgment of King Solomon, who offered to slice a baby in two with a sabre to give half to each of the mothers who claimed it as her own. [7]",7,ハン、バン
半,4,半②,半,,,,
亥,1,亥①,亥,"sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac",This kanji is the 12th sign of the Chinese zodiac: the sign of the hog. It is best learned by thinking of an acorn-eating hog in connection with the primitive meaning given below. [6],6,
亥,1,亥②,亥,acorn,"* The top hat represents the external shape of the acorn, and the unusual but easily written complex of strokes beneath it (which you might also see as distortions of an elbow and person) stands for the mysterious secret whereby the acorn contains the oak tree in a nutshell.",,
亥,2,咳,咳,"cough, clear throat",,,
亥,3,垓,垓,"border, boundary, staircase, hundred quintillion",,,
亥,4,孩,孩,,,,
亥,5,核,核,"nucleus, core, kernel",Tree . . . acorn. [10],10,カク
亥,6,該,該,"above-stated, the said, that specific",Words . . . acorn. [13],13,ガイ
亥,7,骸①,骸,"bone, body, corpse",,,ガイ、 カイ
亥,8,駭,駭,be surprised,Horse . . . acorn. [13],13,
亥,8,亥③,亥,,,,
亥,1,亥④,亥,"sign of the hog, 9-11PM, twelfth sign of the Chinese zodiac",This kanji is the 12th sign of the Chinese zodiac: the sign of the hog. It is best learned by thinking of an acorn-eating hog in connection with the primitive meaning given below. [6],6,
亥,1,亥⑤,亥,acorn,"* The top hat represents the external shape of the acorn, and the unusual but easily written complex of strokes beneath it (which you might also see as distortions of an elbow and person) stands for the mysterious secret whereby the acorn contains the oak tree in a nutshell.",,
亥,2,刻,刻,"engrave, cut fine, chop, hash, mince, time, carving",Acorn . . . sabre. [8],8,
亥,3,劾,劾,"censure, criminal investigation",Acorn . . . muscle. [8],8,
亥,3,亥⑥,亥,,,,
門,1,門①,門,"gate, counter for cannons","The pictograph of two swinging gates is so clear in this kanji that only its stroke order needs to be memorized. In case you 3should have any trouble, though, you might doodle with the shapes on a piece of paper, taking care to note the difference in the stroke order of the two facing doors. The gates usually serve as an enclosure, and are written before whatever it is they enclose. [8]",8,モン
門,1,門②,門,gate,"* as a primitive, we shall continue to give it the meaning of gates, but recommend the image of swinging doors (like the kind once common at entrances to saloons) to distinguish it from the primitive for door.",,モン
門,2,問,問,"question, ask, problem",Gates . . . mouth. [11],11,モン
門,3,閥,閥,"clique, lineage, pedigree, faction, clan",Gates . . . fell. [14],14,バツ
門,4,開,開,"open, unfold, unseal",Gates . . . two hands. [12],12,カイ
門,5,閉,閉,"closed, shut",Gates . . . genie. [11],11,ヘイ
門,6,閣,閣,"tower, tall building, palace",Gates . . . each. [14],14,カク
門,7,閑,閑,leisure,Gates . . . tree. [12],12,カン
門,8,聞,聞,"hear, ask, listen",Gates . . . ear. Compare the story you invented for the kanji meaning listen (frame 827). [14],14,ブン、 モン
門,9,闇②,闇,"get dark, gloom, disorder",Gates . . . sound. [17],17,アン、 オン
門,10,潤,潤,"wet, be watered, profit by, receive benefits, favour, charm, steep",Water . . . gates . . . king. [15],15,ジュン
門,11,闘,闘,"fight, war",Gates . . . table . . . glue. Do not confuse with contend (frame 1154). [18]3,18,トウ
門,11,門③,門,,,,
間,1,間①,間,"interval, space","Gates . . . sun/day. This interval applies to time and space alike, but the latter is better for creating an image. [12]",12,カン、ケン
間,2,簡,簡,"simplicity, brevity",Bamboo . . . interval. [18],18,カン、ケン
間,2,間②,間,,,,
彐,1,彐①,彐,broom,* broom w The pictographic representation here is of the bristles on the head of a broom. [3],3,
彐,2,雪,雪,snow,Rain that undergoes a change so that it can be swept aside with a broom is snow. [11],11,セツ
彐,3,急,急,"hurry, emergency, sudden, steep",Bound up . . . broom . . . heart. [9],9,キュウ
彐,4,穏,穏,"calm, quiet, moderation",Wheat . . . vulture . . . broom . . . heart. [16],16,オン
彐,5,当,当,"hit, right, appropriate, himself",Little . . . broom.[6],6,トウ
彐,5,彐②,彐,,,,
尋,1,尋①,尋,"inquire, fathom, look for",Broom . . . craft . . . mouth . . . glue. [12],12,
尋,2,蕁,蕁,,,,
尋,3,潯,潯,,,,
尋,3,尋②,尋,,,,
侵,1,侵①,侵,"encroach, invade, raid, trespass, violate",Person . . . broom . . . crown . . . crotch. Gather the elements on the right into a composite image that can serve you in the next two frames. [9],9,シン
侵,2,浸,浸,"immersed, soak, dip, steep, moisten, wet, dunk",Water . . . broom . . . crown . . . crotch. [10],10,シン
侵,3,駸,駸,,,,
侵,4,寝,寝,"lie down, sleep, rest, bed, remain unsold",Do not confuse this key word with either the element for reclining or the character for prostrated (frame 962). Its primitive elements are: house . . . turtle . . . broom . . . crown . . . crotch. [13],13,シン
侵,5,寢,寢,,,,
侵,5,侵②,侵,,,,
,2,妻,妻,"wife, spouse",Ten . . . rakes . . . woman. [8],8,サイ
,3,凄,凄,"uncanny, weird, threatening, horrible",Ice . . . wife. [8],8,セイ、サイ
争,1,争①,争,"contend, dispute, argue",Bound up . . . rake. [6],6,ソウ
争,2,浄,浄,"clean, purify, cleanse, exorcise, Manchu Dynasty",Water . . . contend. [9],9,
争,3,事,事,"matter, thing, fact, business, reason, possibly",This key word here refers to abstract matters. The elements are: one . . . mouth . . . rake. Note how the rake handle reaches out the top and bottom of the character. [8],8,ジ、ズ
争,3,争②,争,,,,
唐,1,唐①,唐,"T'ang, China, foreign","The key word here refers of course to the T’ang Dynasty in China (and not to the name of the drink astronauts take with them into outer space, though this could be useful for the next frame). Its elements: cave . . . rake . . . mouth. [10]",10,トウ
唐,2,糖,糖,sugar,Rice . . . T’ang. [16],16,トウ
唐,2,唐②,唐,,,,
隶,1,隶①,隶,sieve,"* sieve z A rake and the grains of rice at the bottom give us a hint of winnowing, which relates clearly to the meaning of a sieve. [8]",8,
隶,2,康,康,"ease, peace",Cave . . . sieve. [11],11,
隶,3,逮,逮,"apprehend, chase",Think of apprehending criminals. The elements are: sieve . . . road. [11],11,
隶,4,隷,隷,"slave, servant, prisoner, criminal, follower",Samurai . . . alter . . . sieve. [16],16,
隶,5,隸,隸,"servant, prisoner, criminal, follower",Tree . . . alter . . . sieve. [16],16,
隶,5,隶②,隶,,,,
剥,1,剥①,剥,"come off, peel, fade, discolor",Sieve . . . spear. [10],10,
剥,2,禄,禄,,,,
剥,3,碌,碌,,,,
剥,4,緑,緑,green,Thread . . . broom . . . rice grains. [14],14,
剥,5,録,録,record,Metal . . . broom . . . rice. Note how the final stroke of the broom is extended slightly when an element below is attached directly to it. [16],16,
剥,5,剥②,剥,,,,
尹,1,尹①,尹,mop,* mop Õ The only thing distinguiinges a mop from a rake is the bent handle that does not cut through the top horizontal stroke. It depicts the swish-swash motion of a mop. [4],4,
尹,2,伊,伊,"Italy, that one","Used chiefly in proper names, and given the sound “i,” this kanji can be remembered as an abbreviation of Italy, for which it is still used today in Japan. Its primitives: person . . . mop. [6]",6,イ
尹,2,尹②,尹,,,,
君,1,君①,君,"mister, you, ruler, male name suffix",The somewhat highbrow British term of address is chosen here to represent the kanji for a form of address used towards one’s juniors. It is composed of: mop . . . mouth. [7],7,クン
君,2,群②,群,"flock, group, crowd, herd, swarm, cluster",Old boys . . . sheep. [13],13,グン
君,2,君②,君,,,,
丑,1,丑①,丑,"sign of the ox or cow, 1-3AM, second sign of Chinese zodiac",[4],4,
丑,2,紐,紐,"string, cord, braid, lace, tape, strap, ribbon",Thread. . . cow. [10],10,チュウ、 ジュウ
丑,2,丑②,丑,,,,
丑,2,丑③,丑,,,,
井,1,井①,井,"well, well crib, town, community","Recalling that there are no circular strokes, and that the shape of the square and the square within a square (frame 586) have already been used, it should be relatively easy to see how this character can be consider a pictograph of a well. [4]",4,
井,2,囲,囲,"surround, besiege, store, paling, enclosure, encircle, preserve, keep",Well . . . pent in. [7],7,イ
井,3,耕,耕,"till, plow, cultivate",Christmas tree . . . well. [10],10,コウ
井,3,井②,井,,,,
共,1,共①,共,"together, both, neither, all, and, alike, with",Salad . . . animal legs. [6],6,キョウ
共,1,共②,共,together,"* The primitive retains the meaning of together. Imagine things strung together like fish on a line, beads on a thread, or whatever. The main thing is to avoid putting them in a straight row, which would confound this element with the previous one. As we saw with bushel basket, this primitive can join its legs to the final horizontal stroke and stretch them to form an enclosure.",,キョウ
共,2,供,供,"submit, offer, present, serve (meal), accompany","Submit here is a transitive verb, meaning to offer or present. Its elements: person . . . strung together. [8]4",8,キョウ、ク、クウ、グ
共,3,洪,洪,"deluge, flood, vast",Water . . . strung together. [9],9,コウ
共,4,港,港,harbour,Deluge . . . snakes. [12],12,コウ
共,5,恭,恭,"respect, reverent",Strung together . . . valentine. [10],10,キョウ
共,6,選,選,"elect, select, choose, prefer",Two snakes . . . strung together . . . road. [15],15,セン
共,7,殿,殿,"Mr., hall, mansion, palace, temple, lord",Flags . . . strung together . . . missile. [13],13,デン、テン
共,7,共③,共,,,,
異,1,異①,異,"uncommon, different, queerness, strangeness, wonderful, curious, unusual",Brains . . . together. [11],11,イ
異,2,翼,翼,"wing, plane, flank",Feathers . . . uncommon. [17],17,ヨク
異,2,異②,異,,,,
暴,1,暴①,暴,"outburst, rave, fret, force, violence, cruelty, outrage",Sun . . . strung together . . . rice grains. [15],15,ボウ、バク
暴,2,爆,爆,"bomb, burst open, pop, split",Fire . . . outburst. [19],19,バク
暴,2,暴②,暴,,,,
升,1,升①,升,"measuring box, 1.8 liter","This is the character for the little wooden box that the Japanese use for measuring things, as well as for drinking saké out of. Simply imagine the outside as spiked with a thousand sharp needles, and the quaint little measuring box becomes a drinker’s nightmare! Be very careful when you write this character not to confuse it with the writing of thousand. The reason for the difference gives us a chance to clarify another general principle of writing that supersedes the one we mentioned in frame 4: when a single stroke runs vertically through the middle of a character, it is written last. [4]",4,ショウ
升,2,昇,昇,rise up,"Our image here is made up of two primitive elements: a sun and a measuring box. Just as the sun can be seen rising up in the morning from—where else—the Land of the Rising Sun, this kanji has the sun rising up out of a Japanese measuring box— the “measuring box of the rising-up sun.” [8]",8,ショウ
升,3,飛,飛,"fly, skip (pages), scatter","The two large hooks have little propellers (the two drops on each hook) attached to them for flying. Beneath is the measuring box, which serves as the body of this flying contraption. The stroke order will cause some problems, so take care with it. [9]",9,ヒ
升,3,升②,升,,,,
开,1,开①,开,"a union of two hands, both of which are used at the same time.

Whenever this element appears at the bottom of its relative primitive, the top line is omitted, whether or not there is a horizontal line to replace it.","* two hands b Let this primitive represent a union of two hands, both of which are used at the same time. Whenever this element appears at the bottom of its relative primitive, the top line is omitted, whether or not there is a horizontal line to replace it. [4]",4,
开,2,研,研,"polish, study of, sharpen",Stone . . . two hands. [9],9,ケン
开,3,弁,弁,"valve, petal, braid, speech, dialect, discrimination, dispose of, distinguish, conical cap",Elbow . . . two hands. [5],5,ベン、 ヘン
开,4,算,算,"calculate, divining, number, abacus, probability",Bamboo . . . eyes . . . two hands. [14],14,サン
开,5,弄,弄,"play with, tamper, trifle with",,,ロウ、 ル
开,6,鼻,鼻,"nose, snout","Let me share a rather grotesque image to help with this kanji. Imagine taking your two hands and reaching up into someone’s nostrils. Once inside you grab hold of the brain and yank it out. At the end, you would have a picture something like that of this character, the full kanji for nose. [14]",14,ビ
开,6,开②,开,,,,
戒,1,戒①,戒,commandment,Two hands . . . fiesta. [7],7,カイ
戒,2,械,械,"contraption, fetter, machine, instrument",Tree . . . commandment. [11],11,カイ
戒,2,戒②,戒,,,,
刑,1,刑①,刑,"punish, penalty, sentence, punishment",Two hands . . . sabre. [6],6,ケイ
刑,2,型,型,"mould, type, model","Punish . . . soil. In cases like this, you might find it easier to break the character up into its more basic elements, like this: two hands . . . sabre . . . soil. [9]",9,ケイ
刑,2,刑②,刑,,,,
并,1,并①,并,puzzle,* puzzle W Think of this element as a picture puzzle in which the pieces interlock. Its elements: horns . . . two hands. [6],6,
并,2,餅,餅,,,,ヘイ、 ヒョウ
并,3,併,併,"join, get together, unite, collective",The sense of the key word is one of joining things together that were previously separate. Its elements: person . . . puzzle. [8],8,ヘイ
并,3,并②,并,,,,
手,1,手①,手,hand,"Any way you count them, there are either too many or too few fingers to see a good pictograph of a hand in this character. But that it is, and so you must. [4]",4,シュ、ズ
手,1,手②,手,a single hand all by itself,* Keep to the etymology when using this kanji as a primitive: a single hand all by itself.,,シュ、ズ
手,2,看,看,"watch over, see",Hand . . . eyes. [9],9,カン
手,2,手③,手,,,,
扌,1,扌①,扌,fingers,* fingers − This alternate form of the primitive for hand we shall use to represent finger or fingers. It always appears at the left. [3],3,
扌,2,抹,抹,"rub, paint, erase",Fingers . . . extremity. [8],8,マツ
扌,3,抱,抱,"embrace, hug, hold in arms",Fingers . . . wrap. [8],8,ホウ
扌,4,搭,搭,"board, load (a vehicle), ride",The key word refers to boarding vessels for travel. Its elements are: finger . . . flowers . . . fit together (see frame 254). [12],12,トウ
扌,5,抄,抄,"extract, selection, summary, copy, spread thin",Fingers . . . a few. [7],7,ショウ
扌,6,抗,抗,"confront, resist, defy, oppose",Fingers . . . a whirlwind. [7],7,コウ
扌,7,批,批,"criticism, strike",Finger . . . compare. [7],7,ヒ
扌,8,招,招,"beckon, invite, summon, engage",Finger . . . seduce. [8],8,ショウ
扌,9,拓,拓,"clear (the land), open, break up (land)",Fingers . . . rocks. [8],8,タク
扌,10,拍,拍,"clap, beat (music)",Fingers . . . white. [8],8,
扌,11,打,打,"strike, hit, knock, pound, dozen",Finger . . . spike. [5],5,ダ、ダアス
扌,12,拘,拘,"arrest, seize, concerned, adhere to, despite",Fingers . . . phrase. [8],8,コウ
扌,13,捨,捨,"discard, throw away, abandon, resign, reject, sacrifice",Fingers . . . cottage. [11],11,シャ
扌,14,拐,拐,"kidnap, falsify",Finger . . . mouth . . . dagger. [8],8,カイ
扌,15,挑,挑,"challenge, contend for, make love to",Fingers . . . portent. [9],9,チョウ
扌,16,持,持,"hold, have",Fingers . . . Buddhist temple. [9],9,ジ
扌,17,揮,揮,"brandish, wave, wag, swing, shake",Finger . . . chariot. [12],12,キ
扌,18,揚,揚,"raise, elevate, hoist, praise, extol, fry in deep fat",Fingers . . . piggy bank. [12],12,ヨウ
扌,19,提,提,"propose, take along, carry in hand",Fingers . . . just so. [12],12,テイ、 チョウ、 ダイ
扌,20,損,損,"damage, loss, disadvantage, hurt, injure",Finger . . . employee. [13],13,ソン
扌,21,拾,拾,"pick up, gather, find, go on foot, ten",Fingers . . . fit together. Compare frame 646. [9],9,シュウ、ジュウ
扌,22,担,担,"shouldering, carry, raise, bear",The key word of this frame refers to shouldering a burden of some sort. Its elements are: fingers . . . nightbreak. [8],8,タン
扌,23,拠,拠,"foothold, based on, follow, therefore",Fingers . . . dispose. [8],8,キョ、 コ
扌,24,描,描,"sketch, compose, write, draw, paint",Fingers . . . seedling. [11],11,ビョウ
扌,25,接②,接,"touch, contact, adjoin, piece together",Fingers . . . vase . . . woman. [11],11,セツ、ショウ
扌,26,掲,掲,"put up (a notice), put up, hoist, display, hang out, publish, describe",Fingers . . . siesta. [11],11,ケイ
扌,27,掛,掛,"hang, suspend, depend, arrive at, tax, pour",Fingers . . . ivy . . . magic wand. [11],11,カイ、ケイ
扌,27,扌②,扌,,,,
毛,1,毛①,毛,"fur, hair, feather, down","This character simply reverses the direction of the final stroke of hand to produce fur. If you reverse your hand and put its palm down, you will have the side on which fur grows. [4]",4,モウ
毛,2,耗②,耗,decrease,Christmas tree . . . fur. [10],10,モウ、コウ
毛,3,尾,尾,"tail, end, counter for fish, lower slope of mountain",Flag . . . fur. [7],7,ビ
毛,4,梶,梶,,,,
毛,5,旄,旄,,,,
毛,5,毛②,毛,,,,
毟,1,毟①,毟,,,,
毟,2,毫,毫,,,,
毟,3,髦②,髦,,,,
毟,4,耄,耄,,,,
毟,4,毟②,毟,,,,
毳,1,毳①,毳,,,,
毳,2,橇,橇,,,,
毳,2,毳②,毳,,,,
乇,1,乇①,乇,lock of hair,"* lock of hair 6 This element is clearly derived from that for fur. By leaving out the second stroke, we get simply a lock of hair. [3]",3,
乇,2,託,託,"consign, requesting, entrusting with, pretend, hint",Words . . . lock of hair. [10],10,タク
乇,2,乇②,乇,,,,
宅,1,宅①,宅,"home, house, residence, our house, my husband",House . . . lock of hair. [6],6,
宅,2,侘,侘,,,,
宅,3,咤,咤,,,,
宅,4,詫,詫,,,,
宅,4,宅②,宅,,,,
耳,1,耳①,耳,ear,"The pictograph for the ear looks much like that for eye, but note how the stroke order gives it a different look. [6]",6,ジ
耳,2,恥,恥,"shame, dishonor","Ear . . . heart. It is most rare to have the heart at the right, rather than at the bottom. Take advantage of this fact when you compose your story. [10]",10,チ
耳,3,職,職,"post, employment, work","The key word refers to one’s occupation, or position of employment. Its elements: ear . . . kazoo. [18]",18,ショク、 ソク
耳,4,聖,聖,"holy, saint, sage, master, priest",Ear . . . mouth . . . king. [13],13,セイ、 ショウ
耳,5,餌②,餌,"food, bait, prey, tempting profit",,,ジ、 ニ
耳,6,敢,敢,"daring, brave, bold, sad, tragic, pitiful",Spike . . . ear . . . taskmaster. [12],12,カン
耳,6,耳②,耳,,,,
取,1,取①,取,"take, fetch, take up",Ear . . . crotch. [8],8,シュ
取,2,趣,趣,"purport, gist, elegance, interest, proceed to, tend, become",Run . . . take. [15],15,シュ
取,2,取②,取,,,,
最,1,最①,最,"utmost, most, extreme",Sun . . . take. [12],12,サイ、シュ
最,2,撮,撮,"snapshot, take pictures","Finger . . . utmost. This character is used for taking photographs. Not how, conveniently, the element for “take” is hidden in it. [15]",15,サツ
最,2,最②,最,,,,
聶,1,聶①,聶,,,,
聶,2,攝,攝,,,,
聶,3,囁,囁,,,,
聶,4,懾,懾,,,,
聶,5,躡,躡,,,,
聶,6,鑷,鑷,,,,
聶,7,顳,顳,,,,
聶,7,聶②,聶,,,,
心,1,心①,心,"heart, mind, spirit, heart radical (no. 61)","This character, a pictographic representation of the heart, is among the most widely used primitives we shall meet. [4]",4,シン
心,1,心②,心,it appears beneath or to the right of its relative primitive and means the physical organ of the heart.,"* as a primitive, it can take three forms, to which we shall assign three distinct meanings. * In its kanji-form, it appears beneath or to the right of its relative primitive and means the physical organ of the heart.",,シン
心,2,忘,忘,forget,Perish . . . heart. [7],7,ボウ
心,3,忍②,忍,"endure, bear, put up with, conceal, secrete, spy, sneak",Blade . . . heart. Endure here means long-suffering patience. [7],7,ニン
心,4,忌,忌,"mourning, abhor, detestable, death anniversary",Snake . . . heart. [7],7,キ
心,5,志③,志,"intention, plan, resolve, aspire, motive, hopes, shilling",Samurai . . . heart. [7],7,
心,6,忠②,忠,"loyalty, fidelity, faithfulness",In the middle of a . . . heart. [8],8,チュウ
心,7,思,思,think,Brains . . . heart. [9],9,シ
心,8,恩,恩,"grace, kindness, goodness, favour, mercy, blessing, benefit","Take grace in its sense of a favour freely bestowed, not in its meaning of charming manners or fluid movement. The primitives: cause . . . heart. [10]",10,オン
